X,Y,ID,FacilityNbr,FacilityStatus,FacilityName,LicenseType,StreetNbr,StreetName,City,State,Zip,County,OBLicenseNbr,OBBusinessName,OBFName,OBLName,OBTitle,OBAddress,OBAddress2,OBCity,OBState,OBZip,OBPhone1,OBPhone2,OBFax,Date_Opened,Date_Closed,Latitude,Longitude,Addr1,Addr2,F28,Bing,Type_,FFStationNetwork,FFStationNbr,StationNetwork,StationNbr,Geographic_Region,ACO,ACO_Name,ACO_PhoneNbr,DSE,DSE_Name,DSE_PhoneNbr,Field_FLSO,FLSO_Name,FLSO_PhoneNbr,SenateDistrict,AssemblyDistrict,CongressionalDistrict,Alirts_Facility_id,RCO,RCO_Name,RCO_PhoneNbr,PT1,PT1FullName,PT2,PT2FullName,RESPONSIBLE_REGION,ProposedBldgs,ObjectId
-13557014.8647049,4829047.90273633,2543,23020,A,California Park Rehabilitation Hospital,Skilled Nursing and Interm. Care Facility,2850,Sierra Sunrise Terrace,Chico,CA,95928,Butte,OB23020,CALIFORNIA PARK REHABILITATION HOSPITAL,NullValue,NullValue,NullValue,2850 Sierra Sunrise Terrace,NullValue,Chico,CA,95928,5308941010,NullValue,5308940163,1995/03/01 00:00:00+00,1800/01/01 00:00:00+00,39.7456398,-121.7847366,"2850, Sierra Sunrise Terrace, Chico, CA, 95928","2850 Sierra Sunrise Terrace, Chico, CA 95928",,,,,,,,North Region,JMARTIN,Jamel Martin,9168094341,NSTEPT,Jake Stept,9167045177,JTRUMBAUER,Joshua Trumbauer,9164408332,1,3,1,647,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,2671
-13541176.2718951,4391618.8278356,2659,24188,A,Pacific Coast Post Acute,Skilled Nursing and Interm. Care Facility,720,E Romie Ln,Salinas,CA,93901,Monterey,OB24188,PACIFIC COAST POST ACUTE,NullValue,NullValue,NullValue,720 E Romie Ln,NullValue,Salinas,CA,93901,8314248072,NullValue,8314246329,1978/04/12 00:00:00+00,1800/01/01 00:00:00+00,36.6585464,-121.6424561,"720, E Romie Ln, Salinas, CA, 93901","720 E Romie Ln, Salinas, CA 93901",,,,,,,,Coastal Region,RHAGGART,Bob Haggarty,2138421077,IKHARITO,Igor Kharitonoff,6502233971,LDEARMON,Loren DeArmond,9167529087,17,29,18,1210,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,2673
-13075019.9486055,4018145.64306663,2544,23021,A,Riverwalk Post Acute,Skilled Nursing and Interm. Care Facility,4000,Harrison St,Riverside,CA,92503,Riverside,OB23021,RIVERWALK POST ACUTE,NullValue,NullValue,NullValue,4000 Harrison St,NullValue,Riverside,CA,92503,9517856060,NullValue,9517856710,1972/05/22 00:00:00+00,1800/01/01 00:00:00+00,33.9206009,-117.4549026,"4000, Harrison St, Riverside, CA, 92503","4000 Harrison St, Riverside, CA 92503",,,,,,,,South Region,MLOLLIS,Michael Lollis,9167201230,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,31,58,39,1349,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2676
-12953992.9640691,3996484.12466199,2964,26077,A,Desert Springs Post Acute,Skilled Nursing and Interm. Care Facility,74350,Country Club Dr,Palm Desert,CA,92260,Riverside,OB26077,DESERT SPRINGS POST ACUTE,NullValue,NullValue,NullValue,74350 Country Club Dr,NullValue,Palm Desert,CA,92260,7603410261,NullValue,7607791563,1989/01/05 00:00:00+00,1800/01/01 00:00:00+00,33.758976,-116.3676987,"74350, Country Club Dr, Palm Desert, CA, 92260","74350 Country Club Dr, Palm Desert, CA 92260",,,,,,,,South Region,EMARQUEZ,Eduardo Marquez,9162842235,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,19,47,41,1355,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2677
-13020293.5948753,3866046.83177197,2248,22326,A,San Diego Post-Acute Center,Skilled Nursing and Interm. Care Facility,1201,S Orange Ave,El Cajon,CA,92020,San Diego,OB22326,SAN DIEGO POST-ACUTE CENTER,NullValue,NullValue,NullValue,1201 S Orange Ave,NullValue,El Cajon,CA,92020,6194411988,NullValue,6194417416,1954/01/28 00:00:00+00,1800/01/01 00:00:00+00,32.7793045,-116.9632874,"1201, S Orange Ave, El Cajon, CA, 92020","1201 S Orange Ave, El Cajon, CA 92020",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,79,51,1489,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2678
-13253841.7418443,4210517.07289278,2660,24194,A,Rosewood Health Facility,Skilled Nursing and Interm. Care Facility,1401,New Stine Rd,Bakersfield,CA,93309,Kern,OB24194,ROSEWOOD HEALTH FACILITY,NullValue,NullValue,NullValue,1301 New Stine Rd,NullValue,Bakersfield,CA,93309,6618352550,NullValue,6618340483,1979/07/02 00:00:00+00,1800/01/01 00:00:00+00,35.342453,-119.0612861,"1401, New Stine Rd, Bakersfield, CA, 93309","1401 New Stine Rd, Bakersfield, CA 93309",,,,,,,,Central Region,BBIGGAR,Bruce Biggar,6615290858,DMAYER,Douglas Mayer,9165297701,LDEARMON,Loren DeArmond,9167529087,12,32,20,749,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,2681
-13032850.7228675,3902330.94095934,2965,26080,A,Casa De Las Campanas,Skilled Nursing and Interm. Care Facility,18685,W Bernardo Dr,San Diego,CA,92127,San Diego,OB26080,CASA DE LAS CAMPANAS,NullValue,NullValue,NullValue,18685 West Bernardo Dr,NullValue,San Diego,CA,92127,8584519152,NullValue,8584518660,1989/02/24 00:00:00+00,1800/01/01 00:00:00+00,33.0529247,-117.07609,"18685, W Bernardo Dr, San Diego, CA, 92127","18685 W Bernardo Dr, San Diego, CA 92127",,,,,,,,South Region,DWOLFE,Daniel Wolfe,2139440519,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,40,76,50,1542,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2682
-13035817.9550265,3851148.87962606,2249,22327,A,Hillcrest Manor Sanitarium,Skilled Nursing and Interm. Care Facility,1889,National City Boulevard,National City,CA,91950,San Diego,OB22327,HILLCREST MANOR SANITARIUM,NullValue,NullValue,NullValue,1889 National City Boulevard,NullValue,National City,CA,91950,6194771176,NullValue,6194779933,1957/07/01 00:00:00+00,1800/01/01 00:00:00+00,32.6667137,-117.1027451,"1889, National City Boulevard, National City, CA, 91950","1889 National City Boulevard, National City, CA 91950",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,18,80,52,1490,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2684
-13529660.604531,4651262.83807913,2661,24292,A,Greenhaven Healthcare Center,Skilled Nursing and Interm. Care Facility,455,Florin Rd,Sacramento,CA,95831,Sacramento,OB24292,GREENHAVEN HEALTHCARE CENTER,NullValue,NullValue,NullValue,455 Florin Rd,NullValue,Sacramento,CA,95831,9163932550,NullValue,9163931706,1978/09/20 00:00:00+00,1800/01/01 00:00:00+00,38.5067558,-121.5390091,"455, Florin Rd, Sacramento, CA, 95831","455 Florin Rd, Sacramento, CA 95831",,,,,,,,North Region,JYEE-OYOUNG,Janice Yee-Oyoung,9162842739,ABASHARK,Ali Basharkhah,6192486389,JKELLY,John Kelly,9164408478,8,10,7,1396,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,2686
-13508321.9383201,4584287.19795141,2966,26084,A,Wagner Heights Nursing And Rehabilitation Center,Skilled Nursing and Interm. Care Facility,9289,Branstetter Pl,Stockton,CA,95209,San Joaquin,OB26084,WAGNER HEIGHTS NURSING AND REHABILITATION CENTER,NullValue,NullValue,NullValue,9289 Branstetter Pl,NullValue,Stockton,CA,95209,2094775252,NullValue,2094740569,1988/12/07 00:00:00+00,1800/01/01 00:00:00+00,38.0344048,-121.3473206,"9289, Branstetter Pl, Stockton, CA, 95209","9289 Branstetter Pl, Stockton, CA 95209",,,,,,,,Central Region,BTREIS ,Bart Treis,9162988743,NSTEPT,Jake Stept,9167045177,JKELLY,John Kelly,9164408478,5,13,9,1608,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,2688
-13425343.4436671,4178942.51084448,2447,22714,A,Arroyo Grande Care Center,Skilled Nursing and Interm. Care Facility,1212,Farroll Ave,Arroyo Grande,CA,93420,San Luis Obispo,OB22714,ARROYO GRANDE CARE CENTER,NullValue,NullValue,NullValue,1212 Farroll Ave,NullValue,Arroyo Grande,CA,93420,8055490857,NullValue,8054811534,1970/11/02 00:00:00+00,1800/01/01 00:00:00+00,35.110755,-120.6019121,"1212, Farroll Ave, Arroyo Grande, CA, 93420","1212 Farroll Ave, Arroyo Grande, CA 93420",,,,,,,,Central Region,RHAGGART,Bob Haggarty,2138421077,DMAYER,Douglas Mayer,9165297701,LDEARMON,Loren DeArmond,9167529087,17,30,24,1615,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,2691
-13575251.9361314,4630560.63523372,2967,26089,A,Vacaville Convalescent And Rehabilitation Center,Skilled Nursing and Interm. Care Facility,585,Nut Tree Ct,Vacaville,CA,95687,Solano,OB26089,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,NullValue,NullValue,NullValue,585 Nut Tree Ct,NullValue,Vacaville,CA,95687,7074498000,NullValue,7074494166,1989/04/13 00:00:00+00,1800/01/01 00:00:00+00,38.36108,-121.948563,"585, Nut Tree Ct, Vacaville, CA, 95687","585 Nut Tree Ct, Vacaville, CA 95687",,,,,,,,North Region,KPOTTER,Keith Potter,5109672043,BSTARKMAN,Bruce Starkman,9165918865,GPAUL,Gregory Paul,9165910354,3,11,4,1752,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,2692
-13041898.0920303,3868640.69471383,2250,22332,A,Kearny Mesa Convalescent And Nursing Home,Skilled Nursing and Interm. Care Facility,7675,Family Circle Drive,San Diego,CA,92111,San Diego,OB22332,KEARNY MESA CONVALESCENT AND NURSING HOME,NullValue,NullValue,NullValue,7675 Family Circle Drive,NullValue,San Diego,CA,92111,8582788121,NullValue,8582788177,1965/11/12 00:00:00+00,1800/01/01 00:00:00+00,32.798893,-117.1573639,"7675, Family Circle Drive, San Diego, CA, 92111","7675 Family Circle Drive, San Diego, CA 92111",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,78,51,1494,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2694
-12959105.489795,4041922.28312123,2968,26090,A,Indian Canyon Post Acute,Skilled Nursing and Interm. Care Facility,57333,Joshua Ln,Yucca Valley,CA,92284,San Bernardino,OB26090,INDIAN CANYON POST ACUTE,NullValue,NullValue,NullValue,57333 Joshua Ln,NullValue,Yucca Valley,CA,92284,7603654870,NullValue,7603691407,1989/02/02 00:00:00+00,1800/01/01 00:00:00+00,34.0976552,-116.4136253,"57333, Joshua Ln, Yucca Valley, CA, 92284","57333 Joshua Ln, Yucca Valley, CA 92284",,,,,,,,South Region,EMARQUEZ,Eduardo Marquez,9162842235,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,19,47,23,1451,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2695
-13127741.9726401,4014966.11938575,2448,22715,A,The Pavilion At Sunny Hills,Skilled Nursing and Interm. Care Facility,2222,North Harbor Boulevard,Fullerton,CA,92835,Orange,OB22715,THE PAVILION AT SUNNY HILLS,NullValue,NullValue,NullValue,2222 N Harbor Blvd,NullValue,Fullerton,CA,92835,7149925701,NullValue,7145264884,1972/12/08 00:00:00+00,1800/01/01 00:00:00+00,33.8968964,-117.9285126,"2222, North Harbor Boulevard, Fullerton, CA, 92835","2222 North Harbor Boulevard, Fullerton, CA 92835",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,TCHIU,Thomas Chiu,9096311605,MFONG1,Melvin Fong,2136206509,37,59,45,1234,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2696
-13099072.9847522,4033839.29151854,2662,24293,A,Inland Christian Home,Skilled Nursing and Interm. Care Facility,1950,S Mountain Ave,Ontario,CA,91762,San Bernardino,OB24293,INLAND CHRISTIAN HOME,NullValue,NullValue,NullValue,1950 S Mountain Ave,NullValue,Ontario,CA,91762,9099830084,NullValue,9099830431,1979/02/16 00:00:00+00,1800/01/01 00:00:00+00,34.0375061,-117.6709747,"1950, S Mountain Ave, Ontario, CA, 91762","1950 S Mountain Ave, Ontario, CA 91762",,,,,,,,South Region,MLOLLIS,Michael Lollis,9167201230,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,22,53,35,1409,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2698
-13051336.3707169,3924600.86540198,2969,26099,A,La Fuente Post Acute,Skilled Nursing and Interm. Care Facility,247,E Bobier Dr,Vista,CA,92084,San Diego,OB26099,LA FUENTE POST ACUTE,NullValue,NullValue,NullValue,247 E Bobier Dr,NullValue,Vista,CA,92084,7609453033,NullValue,7607243169,1989/04/24 00:00:00+00,1800/01/01 00:00:00+00,33.2204437,-117.2421494,"247, E Bobier Dr, Vista, CA, 92084","247 E Bobier Dr, Vista, CA 92084",,,,,,,,South Region,DWOLFE,Daniel Wolfe,2139440519,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,38,74,49,1544,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2703
-13612786.3637384,4560637.59302757,2663,24297,A,Chaparral House,Skilled Nursing and Interm. Care Facility,1309,Allston Way,Berkeley,CA,94702,Alameda,OB24297,CHAPARRAL HOUSE,NullValue,NullValue,NullValue,1309 Allston Way,NullValue,Berkeley,CA,94702,5108488774,NullValue,5108482438,1978/11/01 00:00:00+00,1800/01/01 00:00:00+00,37.866881,-122.2857405,"1309, Allston Way, Berkeley, CA, 94702","1309 Allston Way, Berkeley, CA 94702",,,,,,,,Central Region,SEGAN,Shane Egan,5597970288,SGROSS,Shane Gross,5109672305,MMCCLURE,Mark McClure,9168623976,7,14,12,621,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,2706
-13120370.8968975,3995976.42588737,2664,24299,A,French Park Care Center,Skilled Nursing and Interm. Care Facility,600,E Washington Ave,Santa Ana,CA,92701,Orange,OB24299,FRENCH PARK CARE CENTER,NullValue,NullValue,NullValue,600 E Washington Ave,NullValue,Santa Ana,CA,92701,7149731656,NullValue,7148364349,1978/12/27 00:00:00+00,1800/01/01 00:00:00+00,33.7551842,-117.8622971,"600, E Washington Ave, Santa Ana, CA, 92701","600 E Washington Ave, Santa Ana, CA 92701",,,,,,,,South Los Angeles Region,JFARAG,Joseph Farag,9165484443,HLI,Haoping Li,7146049713,MFONG1,Melvin Fong,2136206509,34,68,46,1229,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2710
-13047049.9469322,4034035.04603138,2970,26106,A,Madison Grove Post Acute,Skilled Nursing and Interm. Care Facility,1618,Laurel Ave,Redlands,CA,92373,San Bernardino,OB26106,MADISON GROVE POST ACUTE,NullValue,NullValue,NullValue,1618 Laurel,NullValue,Redlands,CA,92373,9097926050,NullValue,9097988341,1989/03/16 00:00:00+00,1800/01/01 00:00:00+00,34.0389633,-117.2036438,"1618, Laurel Ave, Redlands, CA, 92373","1618 Laurel Ave, Redlands, CA 92373",,,,,,,,South Region,EMARQUEZ,Eduardo Marquez,9162842235,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,19,50,23,1452,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2711
-13825977.2371272,5126371.14698013,2450,22721,A,Crescent City Skilled Nursing,Skilled Nursing and Interm. Care Facility,1280,Marshall St,Crescent City,CA,95531,Del Norte,OB22721,CRESCENT CITY SKILLED NURSING,NullValue,NullValue,NullValue,1280 Marshall St,NullValue,Crescent City,CA,95531,7074646151,NullValue,7074646064,1971/09/14 00:00:00+00,1800/01/01 00:00:00+00,41.7685432,-124.2008667,"1280, Marshall St, Crescent City, CA, 95531","1280 Marshall St, Crescent City, CA 95531",,,,,,,,North Region,THO,Tony Ho,9162013281,BSTARKMAN,Bruce Starkman,9165918865,KKORFF,Kimberly Korff,9169957404,2,2,2,687,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,2713
-13475099.0147791,4535965.57019982,2971,26107,A,Vintage Faire Nursing & Rehabilitation Center,Skilled Nursing and Interm. Care Facility,3620,Dale Rd,Modesto,CA,95356,Stanislaus,OB26107,VINTAGE FAIRE NURSING & REHABILITATION CENTER,NullValue,NullValue,NullValue,"3620 Dale Rd, Suite B",NullValue,Modesto,CA,95356,2095212094,NullValue,2095216180,1989/05/04 00:00:00+00,1800/01/01 00:00:00+00,37.691708,-121.048874,"3620, Dale Rd, Modesto, CA, 95356","3620 Dale Rd, Modesto, CA 95356",,,,,,,,Central Region,BTREIS ,Bart Treis,9162988743,DMAYER,Douglas Mayer,9165297701,ABILLIET,Adam Billiet,9162046950,4,22,5,1793,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,2715
-13546528.6799917,4774380.52110655,2665,24305,A,Gridley Post Acute,Skilled Nursing and Interm. Care Facility,246,Spruce St,Gridley,CA,95948,Butte,OB24305,GRIDLEY POST ACUTE,NullValue,NullValue,NullValue,246 Spruce St,NullValue,Gridley,CA,95948,5304560400,NullValue,NullValue,2022/11/15 00:00:00+00,1800/01/01 00:00:00+00,39.3670151,-121.6905376,"246, Spruce St, Gridley, CA, 95948","246 Spruce St, Gridley, CA 95948",,,,,,,,North Region,JMARTIN,Jamel Martin,9168094341,ABASHARK,Ali Basharkhah,6192486389,GPAUL,Gregory Paul,9165910354,1,3,1,642,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,2720
-13152415.8375869,4052880.32545251,2550,23029,A,Camellia Gardens Care Center,Skilled Nursing and Interm. Care Facility,1920,N Fair Oaks Ave,Pasadena,CA,91103,Los Angeles,OB23029,CAMELLIA GARDENS CARE CENTER,NullValue,NullValue,NullValue,1920 N Fair Oaks Ave,NullValue,Pasadena,CA,91103,6267986777,NullValue,6267987742,1972/04/10 00:00:00+00,1800/01/01 00:00:00+00,34.1791306,-118.1501617,"1920, N Fair Oaks Ave, Pasadena, CA, 91103","1920 N Fair Oaks Ave, Pasadena, CA 91103",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,25,41,28,880,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2722
-13055875.0222038,3900651.09667346,2855,25605,A,Aviara Healthcare Center,Skilled Nursing and Interm. Care Facility,944,Regal Rd,Encinitas,CA,92024,San Diego,OB25605,AVIARA HEALTHCARE CENTER,NullValue,NullValue,NullValue,944 Regal Rd,NullValue,Encinitas,CA,92024,7609440331,NullValue,7606341337,1984/09/02 00:00:00+00,1800/01/01 00:00:00+00,33.0402756,-117.2829208,"944, Regal Rd, Encinitas, CA, 92024","944 Regal Rd, Encinitas, CA 92024",,,,,,,,South Region,DWOLFE,Daniel Wolfe,2139440519,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,38,77,49,1530,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2723
-13027562.7464922,3865460.96279573,2253,22335,A,Arbor Hills Nursing Center,Skilled Nursing and Interm. Care Facility,7800,Parkway Drive,La Mesa,CA,91942,San Diego,OB22335,Arbor Hills Nursing Center,NullValue,NullValue,NullValue,7800 Parkway Drive,NullValue,La Mesa,CA,91942,6194602330,NullValue,6194666395,1966/05/24 00:00:00+00,1800/01/01 00:00:00+00,32.7748795,-117.0285873,"7800, Parkway Drive, La Mesa, CA, 91942","7800 Parkway Drive, La Mesa, CA 91942",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,79,51,1496,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2724
-13561706.4023805,4483585.52076221,2972,26123,A,Mission De La Casa Nursing & Rehabilitation Center,Skilled Nursing and Interm. Care Facility,2501,Alvin Ave,San Jose,CA,95121,Santa Clara,OB26123,MISSION DE LA CASA NURSING & REHABILITATION CENTER,NullValue,NullValue,NullValue,2501 Alvin Ave,NullValue,San Jose,CA,95121,4082389751,NullValue,NullValue,1989/06/13 00:00:00+00,1800/01/01 00:00:00+00,37.3184319,-121.8268814,"2501, Alvin Ave, San Jose, CA, 95121","2501 Alvin Ave, San Jose, CA 95121",,,,,,,,Coastal Region,SJACKSON,Stephen Jackson,9162046789,IKHARITO,Igor Kharitonoff,6502233971,GPAUL,Gregory Paul,9165910354,15,25,16,1714,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,2725
-13137159.868728,4041565.48379015,2973,26126,A,Mayflower Care Center,Skilled Nursing and Interm. Care Facility,5043,Peck Rd,El Monte,CA,91732,Los Angeles,OB26126,MAYFLOWER CARE CENTER,NullValue,NullValue,NullValue,5043 Peck Rd,NullValue,El Monte,CA,91732,6265791602,NullValue,6265796064,1989/05/08 00:00:00+00,1800/01/01 00:00:00+00,34.095001,-118.013115,"5043, Peck Rd, El Monte, CA, 91732","5043 Peck Rd, El Monte, CA 91732",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,22,49,31,1135,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2727
-13625603.5117971,4953357.16960455,2974,26127,A,Quartz Hill Post Acute,Skilled Nursing and Interm. Care Facility,2120,Benton Dr,Redding,CA,96003,Shasta,OB26127,QUARTZ HILL POST ACUTE,NullValue,NullValue,NullValue,2120 Benton Dr,NullValue,Redding,CA,96003,5302436317,NullValue,5302434646,1989/03/27 00:00:00+00,1800/01/01 00:00:00+00,40.5988922,-122.4008789,"2120, Benton Dr, Redding, CA, 96003","2120 Benton Dr, Redding, CA 96003",,,,,,,,North Region,JMARTIN,Jamel Martin,9168094341,ABASHARK,Ali Basharkhah,6192486389,GPAUL,Gregory Paul,9165910354,1,1,1,1738,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,2731
-13020730.9802866,3867858.68191273,2254,22336,A,Parkside Health and Wellness Center,Skilled Nursing and Interm. Care Facility,444,West Lexington Avenue,El Cajon,CA,92020,San Diego,OB22336,PARKSIDE HEALTH AND WELLNESS CENTER,NullValue,NullValue,NullValue,444 West Lexington Avenue,NullValue,El Cajon,CA,92020,6194427744,NullValue,9164470641,1966/05/17 00:00:00+00,1800/01/01 00:00:00+00,32.7929878,-116.9672165,"444, West Lexington Avenue, El Cajon, CA, 92020","444 West Lexington Avenue, El Cajon, CA 92020",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,79,51,1498,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2733
-13048524.32906,4035174.29603019,2976,26149,A,Asistencia Villa Rehabilitation And Care Center,Skilled Nursing and Interm. Care Facility,1875,Barton Rd,Redlands,CA,92373,San Bernardino,OB26149,ASISTENCIA VILLA REHABILITATION AND CARE CENTER,NullValue,NullValue,NullValue,1875 Barton Rd,NullValue,Redlands,CA,92373,9097931382,NullValue,9097986689,1989/07/17 00:00:00+00,1800/01/01 00:00:00+00,34.0474434,-117.2168884,"1875, Barton Rd, Redlands, CA, 92373","1875 Barton Rd, Redlands, CA 92373",,,,,,,,South Region,EMARQUEZ,Eduardo Marquez,9162842235,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,19,50,23,1453,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2739
-13033689.6042862,3909460.09935381,2667,24336,A,Redwood Terrace Health Center,Skilled Nursing and Interm. Care Facility,710,W 13th Ave,Escondido,CA,92025,San Diego,OB24336,REDWOOD TERRACE HEALTH CENTER,NullValue,NullValue,NullValue,710 W 13th Ave,NullValue,Escondido,CA,92025,7607474306,NullValue,7604802759,1978/04/11 00:00:00+00,1800/01/01 00:00:00+00,33.1065865,-117.0836258,"710, W 13th Ave, Escondido, CA, 92025","710 W 13th Ave, Escondido, CA 92025",,,,,,,,South Region,DWOLFE,Daniel Wolfe,2139440519,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,40,76,50,1526,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2740
-13033287.0396116,3853505.36149736,2668,24384,A,Paradise Valley Health Care Center,Skilled Nursing and Interm. Care Facility,2575,E 8th St,National City,CA,91950,San Diego,OB24384,PARADISE VALLEY HEALTH CARE CENTER,NullValue,NullValue,NullValue,2575 E 8th St,NullValue,National City,CA,91950,6194706700,NullValue,6194700404,1978/06/15 00:00:00+00,1800/01/01 00:00:00+00,32.6845322,-117.0800095,"2575, E 8th St, National City, CA, 91950","2575 E 8th St, National City, CA 91950",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,18,80,52,1524,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,2744
-13328796.8285386,4403293.71500751,2453,22726,A,Orchard Post Acute,Skilled Nursing and Interm. Care Facility,4840,E Tulare St,Fresno,CA,93727,Fresno,OB22726,ORCHARD POST ACUTE,NullValue,NullValue,NullValue,4840 East Tulare Street,NullValue,Fresno,CA,93727,5592517161,NullValue,5592517318,1970/10/07 00:00:00+00,1800/01/01 00:00:00+00,36.7426338,-119.7346191,"4840, E Tulare St, Fresno, CA, 93727","4840 E Tulare St, Fresno, CA 93727",,,,,,,,Central Region,GCHRISTIANSEN,George Christiansen,9094969509,DMAYER,Douglas Mayer,9165297701,ABILLIET,Adam Billiet,9162046950,14,31,21,718,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,2745
